0	0	0	0
3.15544362088405e-30	0	0	-3.01530564403395e-35
6.31088724176809e-30	0	0	-6.03061129093102e-35
9.46633086265214e-30	0	0	-9.04591693225728e-35
1.26217744835362e-29	0	-3.82342058671789e-59	-1.20612225676307e-34
1.57772181044202e-29	0	0	-1.50765282150854e-34
1.89326617253043e-29	0	-3.82342058671789e-59	-1.80918338494518e-34
2.20881053461883e-29	0	0	-2.11071394970116e-34
2.52435489670724e-29	0	0	-2.41224451432015e-34
2.83989925879564e-29	0	0	-2.71377508005673e-34
3.15544362088405e-29	0	0	-3.01530564579330e-34
3.47098798297245e-29	0	0	-3.31683621152988e-34
3.78653234506086e-29	0	0	-3.61836677726646e-34
4.10207670714926e-29	0	0	-3.91989734300305e-34
4.41762106923767e-29	0	0	-4.22142790873964e-34
4.73316543132607e-29	0	0	-4.52295847447619e-34
5.04870979341448e-29	0	0	-4.82448904021275e-34
5.36425415550288e-29	0	0	-5.12601960594931e-34
5.67979851759129e-29	0	0	-5.42755017168587e-34
5.99534287967969e-29	0	0	-5.72908073742243e-34
6.31088724176809e-29	0	0	-6.03061130315899e-34
6.62643160385650e-29	0	0	-6.33214186889559e-34
6.94197596594490e-29	0	0	-6.63367243463219e-34
7.25752032803331e-29	0	-3.82342058671789e-59	-6.93520300036868e-34
7.57306469012171e-29	0	-3.82342058671789e-59	-7.23673356610516e-34
7.88860905221012e-29	0	-3.82342058671789e-59	-7.53826413184164e-34
8.20415341429852e-29	0	-3.82342058671789e-59	-7.83979469757812e-34
8.51969777638693e-29	0	-3.82342058671789e-59	-8.14132526331460e-34
8.83524213847533e-29	0	-3.82342058671789e-59	-8.44285582905108e-34
9.15078650056374e-29	0	-3.82342058671789e-59	-8.74438639478756e-34
9.46633086265214e-29	0	-3.82342058671789e-59	-9.04591696052404e-34
9.78187522474055e-29	0	-3.82342058671789e-59	-9.34744752626052e-34
1.00974195868290e-28	0	-3.82342058671789e-59	-9.64897809199700e-34
1.04129639489174e-28	0	-3.82342058671789e-59	-9.95050865773348e-34
1.07285083110058e-28	0	-3.82342058671789e-59	-1.02520392234700e-33
1.10440526730942e-28	0	-3.82342058671789e-59	-1.05535697892064e-33
1.13595970351826e-28	0	-3.82342058671789e-59	-1.08551003549429e-33
1.16751413972710e-28	0	-3.82342058671789e-59	-1.11566309206794e-33
1.19906857593594e-28	0	-3.82342058671789e-59	-1.14581614864159e-33
1.23062301214478e-28	0	-3.82342058671789e-59	-1.17596920521524e-33
1.26217744835362e-28	0	-3.82342058671789e-59	-1.20612226178889e-33
1.29373188456246e-28	0	-3.82342058671789e-59	-1.23627531836253e-33
1.32528632077130e-28	0	-3.82342058671789e-59	-1.26642837493618e-33
1.35684075698014e-28	0	-3.82342058671789e-59	-1.29658143150983e-33
1.38839519318898e-28	0	-3.82342058671789e-59	-1.32673448808348e-33
1.41994962939782e-28	0	-3.82342058671789e-59	-1.35688754465713e-33
1.45150406560666e-28	0	-3.82342058671789e-59	-1.38704060123077e-33
1.48305850181550e-28	0	-3.82342058671789e-59	-1.41719365780442e-33
1.51461293802434e-28	0	-3.82342058671789e-59	-1.44734671437807e-33
1.54616737423318e-28	0	-3.82342058671789e-59	-1.47749977095172e-33
1.57772181044202e-28	0	-3.82342058671789e-59	-1.50765282752537e-33
1.60927624665086e-28	0	-3.82342058671789e-59	-1.53780588409901e-33
1.64083068285970e-28	0	-3.82342058671789e-59	-1.56795894067266e-33
1.67238511906855e-28	0	-3.82342058671789e-59	-1.59811199724631e-33
1.70393955527739e-28	0	-3.82342058671789e-59	-1.62826505381996e-33
1.73549399148623e-28	0	-3.82342058671789e-59	-1.65841811039361e-33
1.76704842769507e-28	0	-3.82342058671789e-59	-1.68857116696725e-33
