563134, 1, 10.250000, 22.049999, 0.343750, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.021243, 0.018045, 0.830978, 28.553978, 0.945041, -0.088656, 455.030304, -0.003241, nan, 1.000000
563135, 1, 10.250000, 22.049999, 0.343750, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.056933, 0.014122, 0.865638, 28.553978, 0.943951, -0.080808, 455.029419, -0.003252, nan, 1.000000
563136, 1, 10.250000, 22.049999, 0.343750, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.053995, 0.014121, 0.895221, 28.553978, 0.946857, -0.084728, 455.118469, -0.003264, nan, 1.000000
563137, 1, 10.250000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.052883, 0.021967, 0.870315, 28.553978, 0.963143, -0.088653, 455.109161, -0.003275, nan, 1.000000
563138, 1, 10.250000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.079157, 0.014122, 0.855082, 28.553978, 0.983209, -0.084732, 455.056366, -0.003286, nan, 1.000000
563139, 1, 10.250000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.097183, 0.021967, 0.892611, 28.553978, 0.975327, -0.084728, 455.067871, -0.003298, nan, 1.000000
563140, 1, 10.250000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.082894, 0.018044, 0.917285, 28.553978, 0.944014, -0.084726, 455.098511, -0.003308, nan, 1.000000
563141, 1, 10.250000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.074224, 0.018044, 0.879393, 28.553978, 0.932749, -0.080807, 455.088135, -0.003319, nan, 1.000000
563142, 1, 10.250000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.083937, 0.018045, 0.845674, 28.553978, 0.949469, -0.084732, 455.070801, -0.003330, nan, 1.000000
563143, 1, 10.250000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.072169, 0.025890, 0.852293, 28.553978, 0.943174, -0.084732, 455.078949, -0.003340, nan, 1.000000
563144, 1, 10.250000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.043977, 0.021967, 0.852437, 28.553978, 0.933852, -0.084732, 455.088562, -0.003351, nan, 1.000000
563145, 1, 10.075000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.034082, 0.018045, 0.840107, 28.553978, 0.959512, -0.084733, 455.082520, -0.003361, nan, 1.000000
563146, 1, 10.075000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.064599, 0.018045, 0.860719, 28.553978, 0.979857, -0.084731, 455.077393, -0.003372, nan, 1.000000
563147, 1, 10.075000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.090189, 0.021967, 0.890113, 28.553978, 0.955031, -0.080806, 455.081635, -0.003383, nan, 1.000000
563148, 1, 10.075000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.072979, 0.021967, 0.857883, 28.553978, 0.928290, -0.080809, 455.084290, -0.003393, nan, 1.000000
563149, 1, 10.075000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.039343, 0.014122, 0.819965, 28.553978, 0.932584, -0.092580, 455.081421, -0.003404, nan, 1.000000
563150, 1, 10.075000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.033972, 0.021968, 0.844305, 28.553978, 0.931974, -0.084732, 455.080139, -0.003416, nan, 1.000000
563151, 1, 10.075000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.051439, 0.021967, 0.880584, 28.553978, 0.926557, -0.084729, 455.082001, -0.003426, nan, 1.000000
563152, 1, 10.075000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.036183, 0.021967, 0.880640, 28.553978, 0.930251, -0.084729, 455.082581, -0.003437, nan, 1.000000
563153, 1, 10.075000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.019527, 0.021967, 0.866893, 28.553978, 0.930362, -0.084731, 455.081360, -0.003447, nan, 1.000000
563154, 1, 10.075000, 22.049999, 0.340000, 668.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.050021, 0.014122, 0.849035, 28.553978, 0.927628, -0.084732, 455.081116, -0.003458, nan, 1.000000
